x,y,z,team
-20.41,-1.61,-21.93,marines
-18.75,-1.61,-23.74,marines
-18.22,-0.77,-21.53,marines
-18.05,-1.61,-21.23,marines
-38.50,1.49,3.64,aliens
-20.84,-1.61,-22.75,marines
-32.37,0.08,-14.75,aliens
-22.99,-0.75,-0.92,aliens
-18.42,-1.61,-21.60,marines
-19.66,-1.61,-23.27,marines
-19.22,0.57,-15.03,aliens
-21.10,-1.61,-22.50,marines
-20.74,-1.61,-22.71,marines
-17.19,0.33,-15.26,aliens
-20.07,-1.61,-22.72,marines
-18.54,-1.61,-23.78,marines
-17.35,-0.29,-21.61,marines
-19.03,-1.92,10.39,marines
-20.93,-1.92,17.06,aliens
-17.31,-1.66,-21.15,marines
-19.66,-0.99,7.21,aliens
-17.73,-0.74,5.79,marines
-18.47,-0.75,5.17,marines
-24.43,0.32,-10.57,aliens
-16.74,-0.75,2.21,marines
-22.22,0.35,-2.01,marines
-23.40,-0.75,-5.78,aliens
-21.13,-1.92,25.37,aliens
-11.60,0.73,4.95,aliens
-17.60,-0.51,4.52,aliens
-19.20,-1.92,11.96,marines
-19.12,-1.92,12.54,marines
-19.28,-0.96,7.16,marines
-19.55,0.52,1.32,aliens
-12.78,-0.75,-9.83,aliens
-21.13,1.10,-12.58,aliens
-24.33,0.57,-11.36,aliens
-10.22,0.12,-12.54,marines
-28.26,-0.80,-10.92,marines
-19.46,0.88,-10.58,aliens
-21.22,-0.18,-11.43,aliens
-24.98,-0.75,-7.69,aliens
-50.08,0.59,1.25,aliens
-34.42,-0.66,-5.75,marines
-30.30,-0.67,-7.03,aliens
-35.71,-0.02,-5.57,aliens
-20.46,0.95,-5.08,aliens
-21.37,1.57,-3.00,aliens
-22.69,-0.75,-10.27,aliens
-18.47,-1.92,10.82,marines
-19.12,-1.92,10.25,marines
-19.28,-0.75,2.60,marines
-20.96,-0.76,2.83,aliens
-19.28,0.21,5.52,aliens
-20.38,-1.41,15.16,aliens
-18.96,-1.92,11.69,marines
-17.18,-1.96,12.50,marines
-17.21,-1.92,14.55,marines
-17.15,-0.90,12.94,marines
-17.00,-0.68,13.28,marines
-36.76,0.88,-8.50,aliens
-32.85,0.73,-5.28,aliens
-17.51,-1.92,13.92,marines
-19.10,-1.92,11.58,marines
-16.67,0.07,8.44,aliens
-19.03,-1.92,13.45,marines
-17.68,-1.92,12.01,marines
-22.19,1.02,2.60,aliens
-18.79,-1.92,11.32,marines
-17.92,-1.92,11.15,marines
-17.96,-1.92,14.10,marines
-17.75,-1.92,14.31,marines
-18.25,-1.92,13.47,marines
-17.68,-1.92,14.17,marines
-24.75,0.96,-1.90,aliens
-17.35,-1.92,14.63,marines
-19.14,-1.92,10.45,marines
-18.12,-1.92,14.10,marines
-18.02,-1.92,12.11,marines
-17.66,-1.92,13.98,marines
-18.95,-1.92,13.24,marines
-18.13,-1.92,11.75,marines
-18.55,-0.78,13.02,marines
-18.61,-1.92,12.57,marines
-21.07,-1.92,25.42,aliens
-18.62,-1.92,13.53,marines
-18.30,-1.92,12.60,marines
-22.83,-0.75,-7.60,aliens
-29.99,-0.80,3.45,marines
-36.28,-0.82,-5.64,marines
-36.12,-0.57,-4.25,aliens
-22.34,-0.80,-6.64,aliens
-18.49,-1.92,12.35,marines
-18.32,-1.92,11.53,marines
-18.42,-1.92,11.81,marines
-21.57,-1.92,19.64,aliens
-17.95,-1.92,12.28,marines
-14.74,0.57,3.43,aliens
-17.34,-1.92,12.15,marines
-17.17,-1.92,12.76,marines
-20.01,-0.66,-21.07,marines
-18.53,-1.92,11.46,marines
-19.10,-0.51,-20.47,marines
-27.46,1.60,-15.76,aliens
-18.17,-1.92,11.59,marines
-19.35,-0.69,-20.68,marines
-17.49,-1.92,12.25,marines
-19.15,-0.53,-20.51,marines
-30.58,-0.75,-0.90,marines
-25.48,-0.26,-13.92,marines
-44.89,0.46,-10.25,marines
-37.21,-0.83,-3.66,marines
-21.60,-0.75,-10.78,marines
-26.28,1.02,2.28,aliens
-28.05,-0.75,2.09,marines
-19.59,-0.89,7.05,marines
-32.25,-0.82,4.21,aliens
-20.44,-0.86,-20.97,marines
-17.74,-1.56,-21.18,marines
-22.20,-0.17,-12.05,aliens
-20.48,-0.85,-20.99,marines
-18.16,-0.64,-20.54,marines
-18.91,-1.04,7.38,aliens
-33.08,1.43,3.02,aliens
-24.83,-0.82,1.51,marines
-20.05,-1.92,13.80,aliens
-28.96,0.52,-3.04,aliens
-41.72,0.42,-11.87,aliens
-37.02,-0.82,-9.60,aliens
-36.64,0.17,-10.05,marines
-37.59,-0.75,-9.41,marines
-36.57,0.17,-9.64,marines
-36.50,-0.83,-8.44,marines
40.13,-5.98,44.82,aliens
44.60,-6.09,46.41,aliens
20.11,-6.49,0.29,marines
53.42,-7.87,11.76,marines
101.99,-4.36,-38.54,aliens
42.11,-7.45,14.33,marines
101.44,-5.21,-36.58,marines
69.33,-9.29,17.93,aliens
66.86,-7.46,-0.76,aliens
25.37,-6.49,83.21,marines
49.62,-4.99,-1.34,aliens
10.23,-6.51,6.47,aliens
6.69,-6.54,13.39,marines
85.76,-8.92,0.50,marines
43.34,-6.86,-8.67,marines
54.72,-7.73,-8.23,marines
51.33,-7.80,2.86,aliens
55.49,-6.15,-0.35,aliens
53.27,-8.05,12.91,marines
52.27,-8.82,-13.73,marines
34.11,-5.42,52.93,aliens
12.78,-4.15,38.51,aliens
57.00,-1.16,-97.29,marines
50.23,-10.85,18.05,aliens
50.16,-7.68,5.22,aliens
69.08,-9.08,17.31,marines
57.79,-0.68,-95.86,aliens
53.85,-8.70,11.24,aliens
57.16,-0.41,-98.84,marines
47.97,-0.90,87.22,aliens
49.04,-8.72,12.99,marines
54.21,-8.82,9.60,aliens
52.45,-7.81,0.82,marines
54.65,-8.72,12.65,marines
39.37,-6.69,-25.72,marines
98.88,-6.08,32.02,marines
21.58,-6.49,2.84,marines
19.53,-5.53,5.09,aliens
14.46,-6.49,6.99,marines
64.18,-4.41,94.98,aliens
94.30,-4.10,56.34,aliens
91.42,-4.37,56.43,marines
70.62,-7.62,-10.92,marines
65.90,-7.46,-1.79,marines
54.06,-7.23,-10.96,marines
45.62,6.29,-93.97,aliens
33.31,-1.15,-97.55,marines
-5.24,-2.02,-39.12,aliens
-6.71,-2.67,-30.62,aliens
70.93,-6.49,92.97,aliens
5.96,-3.85,-28.65,marines
112.09,-0.92,-12.13,aliens
-5.48,-2.92,-32.03,aliens
120.49,-3.24,11.70,marines
98.25,-4.39,45.12,aliens
93.86,-5.29,47.33,marines
13.65,-5.07,7.08,marines
12.94,-5.63,5.68,aliens
32.23,-5.27,-5.40,aliens
72.84,-6.86,7.03,aliens
64.71,-6.49,90.52,marines
68.57,-7.44,-4.29,aliens
73.14,-8.29,2.96,aliens
69.38,-7.49,-11.66,marines
74.38,-8.33,12.09,marines
74.07,-9.33,14.28,marines
61.34,-7.71,4.25,marines
8.76,-6.54,6.46,aliens
48.25,1.30,-107.53,aliens
-5.52,-3.35,-36.47,aliens
9.43,-6.54,7.00,aliens
46.52,-4.66,72.66,aliens
73.47,-7.91,17.39,aliens
85.76,-3.58,-78.20,aliens
53.24,0.24,-107.31,marines
68.84,-8.45,17.00,marines
75.82,-7.06,48.73,marines
58.12,-3.33,-72.83,marines
14.27,-4.50,-67.20,aliens
17.38,-4.40,-52.06,aliens
89.00,-4.38,56.43,aliens
19.91,-5.76,-4.73,aliens
18.67,-6.28,-4.84,marines
39.05,-4.83,-69.48,aliens
71.14,-4.25,60.65,marines
76.81,-5.04,44.24,aliens
43.90,1.27,-104.25,aliens
34.10,0.00,-102.30,aliens
31.38,-0.03,-95.12,aliens
46.00,-0.45,-94.07,aliens
51.21,1.94,-101.44,aliens
69.76,-7.71,-8.43,aliens
-1437.01,199.96,-1609.57,marines
55.51,-1.89,-96.73,aliens
94.05,-8.93,-38.76,aliens
95.03,-7.51,-37.94,marines
57.59,-1.58,-97.15,marines
72.87,-3.64,-76.64,marines
14.26,-2.62,23.86,aliens
55.08,-1.92,-96.38,marines
40.62,-5.35,86.56,marines
48.85,-3.24,94.85,aliens
77.01,-6.76,54.45,marines
9.78,-2.41,-29.75,aliens
71.39,-8.08,-39.62,aliens
97.39,-8.94,-40.39,marines
37.02,-3.63,-7.74,aliens
46.02,-3.70,-16.70,aliens
21.33,-4.56,-73.33,marines
18.95,-3.38,-67.78,marines
88.87,-5.27,48.27,marines
33.80,-5.06,-11.63,aliens
28.87,-4.04,-1.03,marines
34.19,-5.01,-15.58,marines
36.00,-5.06,-16.88,aliens
40.73,-4.52,-17.82,marines
2.19,-3.85,-40.65,marines
48.46,-3.24,96.09,aliens
76.95,-7.71,51.45,aliens
36.14,-5.50,68.71,marines
-3.34,-3.44,-55.37,marines
-4.09,-2.43,47.67,aliens
-4.69,-3.08,45.20,marines
85.46,-9.25,16.46,aliens
75.15,-8.17,11.57,marines
75.57,-7.58,13.39,aliens
82.34,-6.05,33.10,aliens
81.55,-6.89,33.22,marines
82.50,-6.60,37.18,aliens
82.35,-5.93,29.04,aliens
143.21,-0.80,10.02,aliens
82.04,-9.31,23.05,aliens
82.48,-9.36,20.84,aliens
140.57,0.57,18.26,aliens
144.98,-0.78,15.38,marines
147.48,-0.80,7.69,marines
143.33,0.41,18.98,aliens
139.03,-0.80,16.83,marines
90.55,-6.08,55.89,marines
90.33,-5.47,55.74,aliens
88.21,-6.08,41.01,marines
81.61,-5.21,35.97,aliens
76.96,-6.05,35.13,marines
77.99,-5.82,51.34,aliens
79.24,-6.15,59.04,aliens
114.53,-2.81,26.99,aliens
80.97,-6.48,53.85,marines
97.28,-4.81,44.56,aliens
78.99,-6.76,36.67,aliens
77.03,-5.70,36.76,aliens
145.51,-0.78,14.21,marines
-5.31,-3.85,-43.58,aliens
-7.33,-2.62,-50.84,marines
-10.39,-2.60,-49.92,aliens
73.47,-8.34,18.54,aliens
116.87,-1.91,13.93,aliens
125.17,-1.52,18.19,aliens
126.45,-1.11,16.29,aliens
-5.28,-3.34,-31.78,aliens
80.88,-9.33,22.65,marines
122.16,-3.24,11.07,marines
98.83,-4.19,59.13,aliens
100.10,-4.67,59.50,aliens
130.05,-0.64,14.53,aliens
39.58,-6.49,83.94,marines
114.81,-2.02,0.11,marines
117.13,-2.14,-0.84,aliens
17.93,-4.53,-32.91,aliens
118.51,-0.66,4.50,aliens
122.56,-1.70,6.59,aliens
106.22,-5.00,67.97,marines
106.03,-3.71,67.08,aliens
102.46,-3.61,33.65,aliens
116.74,-3.24,10.98,marines
1.16,-3.06,-37.71,aliens
119.18,-2.06,9.81,aliens
125.42,-2.05,10.31,marines
128.33,-0.60,9.96,aliens
124.11,-3.00,9.09,aliens
121.89,-2.97,5.20,aliens
121.12,-3.24,9.28,aliens
99.37,-3.78,56.67,aliens
137.65,-0.80,8.26,marines
137.58,-0.63,6.10,aliens
83.02,-3.80,-74.28,aliens
142.88,-0.80,-3.26,marines
122.82,-3.18,8.84,aliens
143.77,-0.73,4.30,aliens
141.96,-0.39,8.68,aliens
143.75,-0.77,13.50,marines
146.34,1.56,-1.33,aliens
119.49,-3.21,18.11,marines
144.97,0.36,-2.75,marines
91.76,-7.43,-37.82,aliens
76.21,-7.70,-40.14,aliens
86.22,-8.80,-39.76,aliens
46.64,-3.28,68.77,aliens
86.13,-6.89,-36.56,marines
62.73,-3.83,-74.58,marines
37.23,-5.27,4.26,marines
93.87,-4.08,45.81,aliens
0.60,-3.20,-42.20,aliens
4.75,-3.85,-40.77,marines
51.39,-10.85,18.83,aliens
50.72,-9.13,31.91,marines
94.72,-5.01,45.15,aliens
-3.68,-2.37,-44.36,aliens
12.39,-3.02,39.42,marines
77.01,-7.92,-38.80,aliens
76.57,-8.32,5.67,marines
60.21,-7.68,-2.82,aliens
73.60,-8.32,9.17,marines
69.84,-6.75,-8.96,marines
72.32,-8.36,7.64,marines
72.28,-8.94,-3.77,marines
-4.00,-1.57,-41.04,aliens
-6.13,-3.85,-48.17,marines
144.24,-0.80,-7.78,aliens
63.84,-7.42,-0.22,aliens
95.74,-4.73,56.58,aliens
72.41,-7.73,0.57,marines
55.53,-7.63,-9.52,marines
63.54,-5.95,-2.68,aliens
74.00,-7.13,9.31,aliens
149.24,-0.60,1.73,marines
75.07,-7.28,9.70,aliens
71.78,-8.13,4.33,aliens
91.62,-5.33,46.38,aliens
111.12,-3.20,26.79,aliens
123.53,-3.24,8.11,aliens
-23.57,-0.75,0.85,aliens
102.33,-3.04,36.48,aliens
97.25,-4.01,51.85,marines
94.64,-6.89,64.36,marines
84.79,-7.13,79.05,marines
20.66,-2.33,-54.52,aliens
18.40,-5.68,-50.17,marines
88.56,-6.08,53.48,aliens
46.99,-6.91,-22.32,aliens
98.44,-4.50,41.74,marines
22.73,-6.33,82.45,aliens
88.64,-7.73,1.13,marines
72.52,-8.32,4.30,aliens
127.75,-1.99,30.38,marines
57.71,-7.71,2.19,aliens
-5.76,-2.03,-49.42,aliens
87.88,-6.09,39.07,marines
-8.81,-3.34,-30.53,marines
83.27,-6.21,34.38,marines
33.59,-5.81,87.40,aliens
80.08,-6.17,33.43,aliens
62.43,-4.71,95.02,marines
83.88,-4.38,42.37,marines
47.53,-3.24,95.58,aliens
-7.85,-3.85,-41.40,aliens
-3.84,-3.81,-40.07,aliens
69.46,-5.89,91.10,marines
46.08,-3.24,92.53,aliens
49.33,-7.81,-0.02,aliens
41.53,-5.40,92.46,marines
15.08,-4.32,-64.67,aliens
19.91,-5.54,-60.65,aliens
55.75,-6.65,2.58,marines
98.93,-4.50,44.50,aliens
96.58,-5.27,47.69,aliens
19.12,-4.48,-69.46,marines
109.82,-3.24,-25.22,aliens
115.18,-3.85,-25.27,aliens
92.10,-4.32,-66.75,marines
86.59,-6.08,56.26,marines
92.26,-3.78,-69.67,aliens
106.03,-4.27,28.87,aliens
43.13,-6.25,-6.79,marines
70.64,-4.23,-71.17,aliens
120.07,-3.24,-7.83,aliens
62.45,-3.17,-73.41,aliens
54.23,-6.51,-7.09,aliens
65.97,-2.99,-71.47,aliens
143.42,-0.80,-9.69,marines
57.87,-4.41,-72.35,aliens
56.87,-2.02,-92.43,marines
51.56,2.45,-101.11,aliens
54.08,-1.96,-96.45,marines
38.13,-6.69,-44.59,aliens
-36.09,-0.82,-0.44,aliens
67.18,-3.38,-72.79,aliens
70.54,-4.46,-69.97,marines
72.61,-3.50,-72.01,aliens
86.04,-3.79,-71.79,aliens
141.97,-0.77,14.43,marines
89.66,-4.77,-76.05,aliens
88.05,-4.86,-68.62,marines
118.61,-3.24,11.80,aliens
100.78,-1.89,29.27,aliens
82.60,-2.93,-68.54,aliens
127.27,3.60,9.76,aliens
124.52,-0.77,10.12,marines
125.73,-2.03,10.20,aliens
145.21,-0.81,-9.87,aliens
142.51,-0.80,-12.23,aliens
141.64,-0.80,8.69,aliens
-5.00,-3.45,-28.04,aliens
25.22,-3.49,37.48,marines
118.84,-1.32,-6.64,aliens
53.28,0.10,-101.74,aliens
143.90,-0.80,-14.25,marines
-35.46,0.19,-0.54,aliens
141.23,-0.15,4.80,aliens
138.40,0.14,-13.47,marines
57.28,1.16,-97.56,aliens
48.01,0.46,-107.90,marines
89.37,-5.22,38.54,aliens
-4.67,-3.75,-25.51,marines
54.54,-2.70,-84.78,aliens
87.23,-6.08,38.28,aliens
37.40,2.63,-90.79,aliens
45.30,-0.05,-102.82,marines
68.81,-3.14,-71.09,marines
39.11,1.38,-98.51,aliens
35.76,-1.39,-94.70,marines
97.29,-3.26,-69.46,aliens
-26.28,0.32,-0.30,aliens
-36.34,-0.83,0.53,aliens
75.71,-3.54,-72.63,aliens
139.56,-0.80,10.11,marines
85.54,-4.20,-76.73,aliens
89.03,-4.96,-76.55,marines
102.25,-6.49,-46.40,marines
103.93,-4.16,-35.89,aliens
81.50,-3.74,-73.11,marines
130.58,-1.05,13.33,aliens
86.55,-3.52,-70.99,aliens
144.31,-0.00,5.63,aliens
84.20,-6.11,33.11,aliens
143.13,0.27,19.01,aliens
145.45,0.27,16.20,marines
142.76,-0.07,19.62,aliens
142.77,-0.92,19.26,marines
48.19,-0.29,-89.25,aliens
44.07,-7.71,-7.90,marines
93.49,-4.41,-69.03,aliens
69.93,-7.69,6.09,aliens
102.99,-4.05,-66.93,aliens
145.31,0.54,11.62,marines
142.23,1.64,7.55,aliens
67.28,-4.52,-69.57,aliens
44.92,2.70,-84.84,aliens
146.23,-0.80,10.24,aliens
45.39,-0.25,-84.06,aliens
139.75,-0.17,13.78,aliens
143.69,-0.23,11.82,aliens
86.32,-5.37,46.57,marines
46.26,-0.29,-86.70,aliens
144.89,-0.78,15.28,marines
41.92,1.11,-82.09,aliens
65.76,-4.37,-69.27,aliens
44.26,-0.33,-89.86,marines
45.46,-0.29,-88.96,aliens
88.89,-5.11,37.38,aliens
24.39,-5.73,-52.47,aliens
103.66,-3.03,35.22,aliens
119.52,-3.24,9.96,aliens
51.11,-7.81,-10.61,aliens
40.74,1.90,-32.82,aliens
63.28,-7.71,-10.43,marines
83.61,-6.78,35.94,aliens
76.43,-5.46,41.75,marines
56.29,-5.00,-7.90,aliens
75.24,-8.92,0.65,marines
75.23,-7.83,-2.01,marines
68.09,-4.81,-1.60,aliens
50.79,-6.05,43.13,aliens
63.51,-7.71,4.24,marines
61.20,-7.71,3.95,aliens
47.26,-6.85,-3.60,marines
39.80,-5.03,93.97,aliens
40.34,-7.13,3.39,aliens
9.79,-5.02,11.21,aliens
80.52,-5.80,83.08,aliens
-3.46,-1.56,43.98,aliens
58.36,-5.58,89.94,marines
70.96,-7.60,-39.30,aliens
53.88,-6.13,3.28,aliens
54.13,-7.80,1.38,aliens
-4.21,-3.08,47.92,marines
89.96,-8.12,-52.26,aliens
89.08,-8.85,-53.90,aliens
102.74,-4.97,-41.28,aliens
9.31,-4.15,49.45,aliens
8.84,-3.62,52.84,marines
81.96,-8.25,-47.86,marines
11.73,-4.05,47.56,aliens
-7.80,-3.85,-51.75,aliens
26.56,-6.49,68.03,marines
87.33,-3.77,-77.83,marines
71.36,-8.54,16.44,aliens
85.07,-8.31,19.93,marines
64.40,-10.86,20.22,marines
51.09,-10.85,16.48,marines
32.43,-4.40,-72.07,marines
14.07,-4.02,-30.52,aliens
49.08,-10.78,40.86,aliens
25.65,-5.78,-35.28,marines
70.81,-9.53,-34.75,marines
-6.64,-3.85,-51.39,marines
38.00,-6.49,83.23,marines
25.86,-6.49,76.60,marines
-27.61,-0.71,-48.50,aliens
10.92,-4.15,48.75,marines
20.03,-3.06,42.23,aliens
24.32,-1.62,42.45,aliens
27.32,-5.37,41.10,marines
68.01,-7.46,0.89,aliens
101.47,-4.86,-68.75,aliens
49.38,-3.25,-71.62,aliens
53.63,-4.40,-76.08,aliens
32.54,-3.93,40.85,aliens
34.06,-4.39,65.19,aliens
105.40,-4.66,-58.15,aliens
104.76,-4.71,-66.51,marines
86.34,-8.23,-25.60,aliens
104.22,-5.29,-66.35,aliens
100.86,-4.86,-71.02,aliens
98.00,-4.86,-70.19,marines
104.00,-5.58,-50.42,marines
78.46,-5.54,44.08,aliens
79.82,-6.08,43.42,marines
118.87,-3.91,-28.50,aliens
72.04,-7.46,2.88,aliens
79.70,-6.82,34.82,marines
36.03,-5.38,56.92,aliens
72.64,-8.38,12.24,marines
23.16,-3.08,50.83,aliens
76.24,-9.41,18.95,marines
76.80,-9.33,18.38,aliens
74.41,-7.53,-4.71,marines
56.02,-7.71,-7.25,aliens
115.58,-3.24,-18.86,aliens
110.59,-3.28,-24.09,aliens
111.83,-3.28,-29.02,marines
109.73,-3.28,-19.17,marines
82.00,-7.68,84.66,aliens
31.00,-6.46,86.34,aliens
104.75,-5.27,68.87,marines
28.04,-5.33,69.25,aliens
18.51,-6.49,68.25,aliens
100.09,-5.17,-37.06,marines
100.30,-5.21,-37.05,aliens
22.50,-6.49,82.01,marines
30.11,-5.30,53.27,marines
8.84,-6.54,15.69,marines
79.05,-4.03,38.79,aliens
-3.52,-3.08,48.19,marines
-6.42,-3.11,46.52,marines
76.93,-4.73,29.19,marines
76.09,-4.50,34.85,aliens
77.70,-4.69,38.68,marines
76.26,-6.08,35.35,marines
75.33,-8.20,18.07,marines
74.47,-9.38,19.76,marines
45.93,-3.18,44.18,aliens
54.08,-9.64,28.84,marines
48.96,-5.17,44.39,aliens
104.62,-5.21,-37.02,aliens
102.74,-5.41,-41.30,marines
78.82,-8.13,20.73,marines
74.63,-9.33,15.52,marines
78.28,-8.92,18.77,aliens
73.15,-7.49,6.07,marines
73.88,-6.62,2.83,aliens
74.98,-8.32,9.34,marines
114.13,-5.00,-35.87,marines
111.11,-4.07,-36.96,aliens
49.89,-8.72,9.70,aliens
31.96,-3.71,84.82,aliens
79.71,-9.19,23.97,marines
46.26,-6.49,74.95,marines
46.79,-6.49,75.88,aliens
35.91,-5.04,80.36,aliens
35.53,-6.50,82.55,marines
71.51,-8.02,3.54,marines
18.55,-4.15,37.00,aliens
36.12,-5.14,45.73,aliens
44.78,0.55,-105.47,aliens
115.18,-3.85,-27.18,marines
117.67,-4.46,-29.51,marines
100.34,-4.87,-68.36,aliens
79.86,-7.71,58.80,aliens
101.46,-6.02,-64.90,marines
37.02,-5.11,54.39,marines
22.31,-2.57,53.91,marines
92.62,-3.20,45.56,aliens
49.63,-6.50,42.19,aliens
94.26,-4.31,48.81,aliens
-5.51,-2.62,-40.43,marines
111.74,-2.78,-17.12,marines
101.48,-5.69,-54.83,aliens
95.42,-4.64,-68.35,aliens
83.50,-4.86,-77.47,aliens
85.69,-4.85,-77.00,aliens
97.41,-5.27,55.03,aliens
81.62,-9.41,18.01,marines
14.09,-4.15,35.91,aliens
79.52,-6.88,37.14,aliens
78.59,-6.06,44.46,aliens
17.05,-2.83,36.42,marines
76.70,-5.97,34.95,marines
76.40,-6.08,43.96,marines
-13.15,-3.04,33.36,aliens
65.55,-7.54,1.30,aliens
22.00,-3.03,43.96,aliens
27.85,-3.70,55.84,aliens
33.97,-5.46,53.75,marines
33.99,-5.39,52.42,aliens
34.70,-5.40,50.98,aliens
25.58,-3.06,46.83,aliens
101.50,-3.94,47.67,aliens
17.35,-2.52,-35.15,aliens
47.33,-6.62,0.22,aliens
101.59,-3.91,39.41,marines
100.09,-6.44,-54.94,aliens
-31.88,0.67,7.71,aliens
16.54,-3.63,53.06,marines
134.21,3.47,-2.62,aliens
127.28,-2.43,-13.16,aliens
-7.81,-1.84,43.29,aliens
139.85,-0.78,-1.75,aliens
127.18,-3.24,-9.71,aliens
-4.62,-3.92,-42.89,aliens
-10.15,-3.03,38.76,marines
145.14,-0.79,2.71,aliens
4.48,-1.61,-36.89,aliens
139.78,3.60,17.59,aliens
71.91,-6.01,83.68,aliens
-11.12,-3.03,41.43,marines
-30.46,-0.18,-1.49,aliens
69.04,-3.76,81.34,aliens
77.51,-5.24,87.60,aliens
51.35,-8.65,-11.90,aliens
32.13,-2.39,53.88,aliens
33.96,-3.80,50.79,marines
64.69,-6.29,84.43,aliens
55.71,-6.47,91.80,aliens
64.69,-6.50,84.43,aliens
22.53,-2.15,40.84,aliens
-20.04,-1.82,35.48,aliens
16.25,-4.15,35.96,marines
16.42,-4.15,36.49,aliens
65.85,-5.99,81.84,aliens
97.69,-3.29,-65.32,aliens
54.94,-3.24,95.33,aliens
51.79,0.51,79.92,aliens
48.43,-3.13,73.75,marines
66.94,-5.88,93.31,aliens
65.93,-3.11,91.49,aliens
77.55,-7.72,85.96,aliens
55.71,-6.49,91.80,aliens
55.54,-6.49,88.84,aliens
-8.56,-2.47,-41.29,aliens
-16.39,0.98,1.80,aliens
-6.98,-3.25,-41.28,aliens
-6.98,-3.85,-49.82,aliens
28.58,-5.75,-36.42,marines
49.30,-4.63,43.49,aliens
34.90,-4.94,37.74,aliens
24.66,-5.68,-33.22,aliens
13.73,-4.53,-33.49,marines
34.68,-3.99,49.41,aliens
20.44,-6.39,-3.72,marines
97.70,-5.27,45.62,marines
92.74,-6.34,-51.38,aliens
104.23,-4.05,-38.15,aliens
48.44,-6.97,3.13,aliens
48.06,-7.93,13.85,marines
14.73,-6.49,4.96,aliens
29.35,-5.71,-42.48,marines
0.08,-3.85,-41.22,marines
89.25,-4.73,52.22,marines
54.94,-8.72,-13.65,marines
53.33,-7.29,-18.58,aliens
-8.57,-3.85,-50.66,marines
-7.50,-2.26,-53.45,aliens
4.96,-2.36,-29.01,aliens
62.41,-8.89,18.81,aliens
99.89,-6.12,-56.34,aliens
60.25,-4.35,-74.34,marines
69.09,-7.40,3.95,aliens
80.35,-6.10,28.61,aliens
43.35,-0.09,-105.25,aliens
83.26,-9.26,19.05,aliens
32.33,-5.84,62.18,marines
83.05,-4.78,55.96,aliens
81.37,-6.89,32.56,marines
83.61,-5.73,39.09,aliens
80.37,-8.76,20.24,marines
54.50,-10.78,20.67,marines
22.11,-2.88,39.99,aliens
79.04,-7.74,52.75,aliens
76.82,-6.98,48.69,aliens
101.94,-3.65,42.61,aliens
96.06,-4.50,45.33,aliens
86.06,-5.52,44.93,aliens
93.86,-4.60,64.12,aliens
96.95,-3.95,56.46,aliens
92.87,-5.86,57.17,aliens
28.21,-6.49,73.69,marines
86.01,-8.50,75.01,aliens
23.00,-5.50,81.01,aliens
-7.29,-3.85,-38.93,aliens
61.38,-4.17,74.95,marines
84.88,-6.30,85.44,aliens
63.14,-4.49,-73.81,aliens
88.42,-7.62,85.13,marines
81.74,-7.41,88.58,marines
35.49,-4.40,-73.83,marines
33.82,-0.68,-92.05,marines
31.20,-6.39,64.63,aliens
48.96,1.81,-97.80,aliens
73.29,-8.32,12.21,marines
83.22,-4.86,-73.27,marines
39.84,-3.35,51.10,aliens
35.50,-5.38,42.66,marines
38.86,-4.23,40.25,aliens
84.64,-4.77,29.45,aliens
84.39,-4.93,-61.17,aliens
71.48,-2.25,-73.61,marines
81.38,-8.24,25.88,marines
24.47,-6.17,73.80,marines
19.88,-4.56,-71.39,aliens
85.32,-8.92,-6.39,aliens
39.89,0.00,-100.40,aliens
83.67,-7.70,52.67,aliens
84.03,-6.49,50.61,marines
76.15,-6.08,43.54,marines
75.89,-7.71,51.18,marines
-13.80,-1.04,19.16,aliens
-5.81,-3.34,-31.25,aliens
30.39,-5.27,-0.74,marines
49.83,-6.30,5.30,marines
45.65,-0.09,-105.38,aliens
39.40,-7.63,-4.95,aliens
12.66,-5.81,4.94,marines
43.81,-7.81,0.77,marines
41.05,-7.54,2.28,aliens
45.88,-7.81,-4.39,aliens
76.06,-7.22,15.43,aliens
29.53,-4.80,-1.57,aliens
72.72,-3.21,-72.00,aliens
10.59,-3.12,36.40,aliens
78.84,-7.42,50.57,aliens
-34.21,0.00,8.84,marines
-30.77,-0.71,-1.14,marines
86.05,-2.91,48.32,marines
84.16,-3.50,53.77,aliens
102.89,-6.49,-52.36,marines
68.29,-7.54,3.36,aliens
17.66,-6.00,23.32,aliens
-5.01,-3.08,42.71,marines
100.65,-5.27,44.03,aliens
21.71,-3.76,-58.22,aliens
86.28,-6.08,36.40,marines
51.27,-8.32,-11.36,aliens
103.62,-5.27,48.93,marines
102.61,-5.45,-41.40,marines
-23.53,-0.75,-2.14,marines
-28.10,-0.75,2.33,marines
-31.46,0.31,1.68,aliens
79.08,-5.51,37.62,marines
77.38,-5.47,37.94,aliens
-29.54,0.55,-0.23,aliens
-30.92,-0.53,-7.14,aliens
48.89,-7.71,0.78,marines
37.91,-2.10,-75.72,aliens
-37.00,-0.80,0.67,aliens
41.14,-9.60,15.81,aliens
139.78,-0.81,12.50,marines
-3.10,-3.08,48.51,aliens
25.29,-6.49,-7.42,marines
59.06,-7.71,1.67,marines
7.73,-5.33,13.13,aliens
39.98,-7.67,-1.88,marines
-22.61,-1.92,34.35,aliens
22.82,-5.48,-34.31,aliens
